Hanzi,Pinyin,English,Hanzi + Pinyin,Pinyin + English
下飞机之后我们打算直接去酒店。,Xià fēijī zhīhòu wǒmen dǎsuàn zhíjiē qù jiǔdiàn.,After getting flight we plan to go directly to the hotel.,下飞机之后我们打算直接去酒店。 - Xià fēijī zhīhòu wǒmen dǎsuàn zhíjiē qù jiǔdiàn.,Xià fēijī zhīhòu wǒmen dǎsuàn zhíjiē qù jiǔdiàn. - After getting flight we plan to go directly to the hotel.
中午的时候我经常和同事一起去吃自助餐。,Zhōngwǔ de shíhòu wǒ jīngcháng hé tóngshì yīqǐ qù chī zìzhùcān.,"In the morning, I often go eat at the buffet with my colleagues.",中午的时候我经常和同事一起去吃自助餐。 - Zhōngwǔ de shíhòu wǒ jīngcháng hé tóngshì yīqǐ qù chī zìzhùcān.,"Zhōngwǔ de shíhòu wǒ jīngcháng hé tóngshì yīqǐ qù chī zìzhùcān. - In the morning, I often go eat at the buffet with my colleagues."
你仔细的检查会发现里面有很多错误。,Nǐ zǐxì de jiǎnchá huì fāxiàn lǐmiàn yǒu hěnduō cuòwù.,If you check carefully you'll find many mistakes inside.,你仔细的检查会发现里面有很多错误。 - Nǐ zǐxì de jiǎnchá huì fāxiàn lǐmiàn yǒu hěnduō cuòwù.,Nǐ zǐxì de jiǎnchá huì fāxiàn lǐmiàn yǒu hěnduō cuòwù. - If you check carefully you'll find many mistakes inside.
我完全听不懂他说的法语，他有非常重的海地口音。,"Wǒ wánquán tīng bù dǒng tā shuō de fǎyǔ, tā yǒu fēicháng zhòng dì hǎidì kǒuyīn.","I totally don't understand his French, he such a heavy Haitian accent.","我完全听不懂他说的法语，他有非常重的海地口音。 - Wǒ wánquán tīng bù dǒng tā shuō de fǎyǔ, tā yǒu fēicháng zhòng dì hǎidì kǒuyīn.","Wǒ wánquán tīng bù dǒng tā shuō de fǎyǔ, tā yǒu fēicháng zhòng dì hǎidì kǒuyīn. - I totally don't understand his French, he such a heavy Haitian accent."
我和亲戚只在中国新年的时候可以见到面。,Wǒ hé qīnqī zhǐ zài Zhōngguó xīnnián de shíhòu kěyǐ jiàn dào miàn.,I get to see my relatives during Chinese New Year.,我和亲戚只在中国新年的时候可以见到面。 - Wǒ hé qīnqī zhǐ zài Zhōngguó xīnnián de shíhòu kěyǐ jiàn dào miàn.,Wǒ hé qīnqī zhǐ zài Zhōngguó xīnnián de shíhòu kěyǐ jiàn dào miàn. - I get to see my relatives during Chinese New Year.
他是这个学期的优秀学生。,Tā shì zhège xuéqī de yōuxiù xuéshēng.,He is an excellent student this semester.,他是这个学期的优秀学生。 - Tā shì zhège xuéqī de yōuxiù xuéshēng.,Tā shì zhège xuéqī de yōuxiù xuéshēng. - He is an excellent student this semester.
他们过着幸福平静的日子。,Tāmenguòzhe xìngfú píngjìng de rìzi.,They live happy and peaceful days.,他们过着幸福平静的日子。 - Tāmenguòzhe xìngfú píngjìng de rìzi.,Tāmenguòzhe xìngfú píngjìng de rìzi. - They live happy and peaceful days.
我们预计明年七月在澳洲结婚。,Wǒmen yùjì míngnián qī yuè zài Àozhōu jiéhūn.,We plan to marry July of next year in Australia.,我们预计明年七月在澳洲结婚。 - Wǒmen yùjì míngnián qī yuè zài Àozhōu jiéhūn.,Wǒmen yùjì míngnián qī yuè zài Àozhōu jiéhūn. - We plan to marry July of next year in Australia.
电影的后半段我在电影院睡着了。,Diànyǐng de hòu bàn duàn wǒ zài diànyǐngyuàn shuì zháo le.,I fell asleep in the cinema for the second half of the movie.,电影的后半段我在电影院睡着了。 - Diànyǐng de hòu bàn duàn wǒ zài diànyǐngyuàn shuì zháo le.,Diànyǐng de hòu bàn duàn wǒ zài diànyǐngyuàn shuì zháo le. - I fell asleep in the cinema for the second half of the movie.
我可以感受到他难过的心情。,Wǒ kěyǐ gǎnshòu dào tā nánguò de xīnqíng.,I can sense his sad mood.,我可以感受到他难过的心情。 - Wǒ kěyǐ gǎnshòu dào tā nánguò de xīnqíng.,Wǒ kěyǐ gǎnshòu dào tā nánguò de xīnqíng. - I can sense his sad mood.
他经历过许许多多奇遇。,Tā jīnglìguò xǔ xǔduō duō qíyù.,He has gone on many adventures.,他经历过许许多多奇遇。 - Tā jīnglìguò xǔ xǔduō duō qíyù.,Tā jīnglìguò xǔ xǔduō duō qíyù. - He has gone on many adventures.
那是个可怕的回忆，但是我却忘不掉。,"Nà shìgè kěpà de huíyì, dànshì wǒ què wàng bù diào.","That was a terrible memory, but I can not forget it.","那是个可怕的回忆，但是我却忘不掉。 - Nà shìgè kěpà de huíyì, dànshì wǒ què wàng bù diào.","Nà shìgè kěpà de huíyì, dànshì wǒ què wàng bù diào. - That was a terrible memory, but I can not forget it."
这家意大利餐厅做的菜非常地道。,Zhè jiā yìdàlì cāntīng zuò de cài fēicháng dìdào.,This Italian restaurant is very authentic.,这家意大利餐厅做的菜非常地道。 - Zhè jiā yìdàlì cāntīng zuò de cài fēicháng dìdào.,Zhè jiā yìdàlì cāntīng zuò de cài fēicháng dìdào. - This Italian restaurant is very authentic.
白云在天空上，一会儿像小狗，一会儿像个大雁。,"Báiyún zài tiānkōng shàng, yìhuìr xiàng xiǎo gǒu, yìhuǐr xiàng ge dàyàn.","White clouds in the sky, for a while they look like a puppy, for a bit they look like geese.","白云在天空上，一会儿像小狗，一会儿像个大雁。 - Báiyún zài tiānkōng shàng, yìhuìr xiàng xiǎo gǒu, yìhuǐr xiàng ge dàyàn.","Báiyún zài tiānkōng shàng, yìhuìr xiàng xiǎo gǒu, yìhuǐr xiàng ge dàyàn. - White clouds in the sky, for a while they look like a puppy, for a bit they look like geese."
你做的法国点心实在太好吃了。,Nǐ zuò de Fǎguó diǎnxīn shízài tài hào chīle.,The French dessert you made it's absolutely delicious.,你做的法国点心实在太好吃了。 - Nǐ zuò de Fǎguó diǎnxīn shízài tài hào chīle.,Nǐ zuò de Fǎguó diǎnxīn shízài tài hào chīle. - The French dessert you made it's absolutely delicious.
今天因为上课对同学说不好的话，所以被留校了。,"Jīntiān yīnwèi shàngkè duì tóngxué shuō bu hǎo dehuà, suǒyǐ bèi liú xiàole.","Because we spoke badly to a classmate today, we have to stay after school.","今天因为上课对同学说不好的话，所以被留校了。 - Jīntiān yīnwèi shàngkè duì tóngxué shuō bu hǎo dehuà, suǒyǐ bèi liú xiàole.","Jīntiān yīnwèi shàngkè duì tóngxué shuō bu hǎo dehuà, suǒyǐ bèi liú xiàole. - Because we spoke badly to a classmate today, we have to stay after school."
她打算毕业后从事社会福利工作。,Tā dǎsuàn bìyè hòu cóngshì shèhuì fúlì gōngzuò.,She is planning to work in social welfare after graduating.,她打算毕业后从事社会福利工作。 - Tā dǎsuàn bìyè hòu cóngshì shèhuì fúlì gōngzuò.,Tā dǎsuàn bìyè hòu cóngshì shèhuì fúlì gōngzuò. - She is planning to work in social welfare after graduating.
如果一切顺利，我下周就回来。,"Rúguǒ yīqiè shùnlì, wǒ xià zhōu jiù huílái.","If all goes well, I'll be back next week.","如果一切顺利，我下周就回来。 - Rúguǒ yīqiè shùnlì, wǒ xià zhōu jiù huílái.","Rúguǒ yīqiè shùnlì, wǒ xià zhōu jiù huílái. - If all goes well, I'll be back next week."
在这方面我的能力不足，希望可以找其他人接手。,"Zài zhè fāngmiàn wǒ de nénglì bùzú, xīwàng kěyǐ zhǎo qítā rén jiēshǒu.","In this respect, my ability is insufficient, I hope we can found someone else to take over.","在这方面我的能力不足，希望可以找其他人接手。 - Zài zhè fāngmiàn wǒ de nénglì bùzú, xīwàng kěyǐ zhǎo qítā rén jiēshǒu.","Zài zhè fāngmiàn wǒ de nénglì bùzú, xīwàng kěyǐ zhǎo qítā rén jiēshǒu. - In this respect, my ability is insufficient, I hope we can found someone else to take over."
之前我都没向公司申请年假，到今天已经积累九十天的年假了。,"Zhīqián wǒ dū méi xiàng gōngsī shēnqǐng niánjià, dào jīntiān yǐjīng jīlěi jiǔshí tiān de niánjiàle.","Before I never thought to apply to the company for annual leave, up until today I've accumulated ninety days of the annual leave.","之前我都没向公司申请年假，到今天已经积累九十天的年假了。 - Zhīqián wǒ dū méi xiàng gōngsī shēnqǐng niánjià, dào jīntiān yǐjīng jīlěi jiǔshí tiān de niánjiàle.","Zhīqián wǒ dū méi xiàng gōngsī shēnqǐng niánjià, dào jīntiān yǐjīng jīlěi jiǔshí tiān de niánjiàle. - Before I never thought to apply to the company for annual leave, up until today I've accumulated ninety days of the annual leave."
